"Sym_A","Sym_B","PPI score"
"CEP55","PBK","0.9350"
"EGFR","L1CAM","0.9350"
"CCNB1","CDKN3","0.9349"
"SNCA","VIM","0.9348"
"LDHB","ME1","0.9348"
"CDCA8","RAD51AP1","0.9347"
"MCM2","TOP2A","0.9347"
"ARRB1","HCK","0.9347"
"CACNA1B","CACNG8","0.9345"
"COL6A2","ITGA5","0.9344"
"MAD2L1","TTK","0.9344"
"CCL5","MYC","0.9343"
"IL10RB","SOCS3","0.9342"
"CACNA1B","CACNB2","0.9342"
"BUB1","NCAPH","0.9341"
"CDKN3","NEK2","0.9341"
"CHEK1","DLGAP5","0.9341"
"C1QB","TYROBP","0.9340"
"ITGA5","RELN","0.9340"
"ITGA5","THBS1","0.9340"
"FZD2","SFRP4","0.9340"
"CPEB1","PLK1","0.9340"
"CXCL10","HMOX1","0.9340"
"CDK1","NUF2","0.9340"
"CDC20","CEP55","0.9340"
"ADCY5","GNG7","0.9340"
"BUB1B","PRC1","0.9340"
"NCAPG","MND1","0.9340"
"SPC25","PBK","0.9340"
"MAD2L1","TYMS","0.9340"
"CDCA2","CDCA5","0.9340"
"CD44","HMMR","0.9337"
"CDC6","TPX2","0.9337"
"GCSH","AMT","0.9335"
"DTL","PRC1","0.9334"
"ASPM","NCAPH","0.9334"
"CCNB2","CDT1","0.9334"
"CHEK1","TTK","0.9334"
"CACNA1C","CACNA1E","0.9333"
"CACNA1E","CACNG8","0.9333"
"IFNAR2","SOCS2","0.9332"
"IFNAR2","PTPN6","0.9332"
"RAB3A","SYT1","0.9330"
"DTL","KIF23","0.9330"
"CENPA","SKA1","0.9330"
"GPC5","NDST2","0.9330"
"GRIN2B","RELN","0.9330"
"MCM2","TYMS","0.9330"
"ASPM","CEP55","0.9330"
"CACNB2","CACNG3","0.9330"
"CCL27","CXCL16","0.9330"
"LTF","TTR","0.9330"
"CD44","MYC","0.9330"
"EDNRA","TAC1","0.9330"
"NCAPG","TYMS","0.9330"
"KIF23","RRM2","0.9330"
"C5AR1","CCR1","0.9330"
"ADAM12","EGFR","0.9330"
"FZD9","WNT10B","0.9329"
"COL5A2","ITGA5","0.9328"
"NCAPH","KIF11","0.9328"
"CD44","COL1A1","0.9327"
"PTGDS","TBXAS1","0.9325"
"CACNA1B","CACNA1I","0.9325"
"BUB1","CENPA","0.9325"
"FOXM1","MELK","0.9325"
"CENPA","TP53","0.9324"
"CACNA1B","CACNA1C","0.9322"
"CACNA1B","CACNG3","0.9322"
"BUB1","CKS2","0.9322"
"BIRC5","NEK2","0.9322"
"FOSL1","HMOX1","0.9321"
"POMC","SSTR1","0.9320"
"ASPM","NEK2","0.9320"
"FN1","SYK","0.9320"
"KCNA2","KCNH3","0.9320"
"CENPL","SPC25","0.9320"
"SERPINE1","TGFB2","0.9320"
"SYT1","SLC32A1","0.9320"
"BUB1","CDCA5","0.9320"
"F2R","PRSS3","0.9320"
"MELK","SHCBP1","0.9320"
"BIRC5","CDC45","0.9320"
"NCAPG","TRIP13","0.9320"
"PSMA6","PSD","0.9320"
"CEP55","HMMR","0.9320"
"CEP55","PRC1","0.9320"
"EGFR","FGF9","0.9320"
"ESPL1","KIF11","0.9319"
"AURKB","CDKN3","0.9319"
"CDC20","DTL","0.9319"
"DLG4","STXBP1","0.9318"
"BUB1","KIF20A","0.9318"
"DNM1","GRIN2B","0.9317"
"CCNA2","MCM2","0.9317"
"ITGA4","RELN","0.9316"
"CD44","COL4A1","0.9316"
"ITGA4","SPP1","0.9316"
"POMC","CRH","0.9315"
"ASPM","CDC6","0.9315"
"FZD2","WNT5A","0.9315"
"ELAVL2","ELAVL3","0.9315"
"RUNX1T1","RUNX1","0.9315"
"PTK2B","ITGA4","0.9314"
"CALML6","CAMK2B","0.9312"
"CTSS","TYROBP","0.9312"
"COL1A1","ITGA4","0.9312"
"CABLES1","CDK2","0.9310"
"POLE2","GINS1","0.9310"
"KIF2C","PRC1","0.9310"
"FBXO5","NDC80","0.9310"
"C3AR1","C5AR1","0.9310"
"MBP","PBK","0.9310"
"AURKB","DLGAP5","0.9310"
"CENPL","SKA1","0.9310"
"CENPL","ZWINT","0.9310"
"CDCA5","NCAPG","0.9310"
"CDCA5","CEP55","0.9310"
"KCNAB1","KCNA1","0.9310"
"CDKN3","PBK","0.9310"
"CDKN3","KIF20A","0.9310"
"NCAPG","MKI67","0.9310"
"C1QA","TYROBP","0.9310"
"CDCA2","PBK","0.9310"
"CCNA2","CDC45","0.9310"
"DGKE","DGKI","0.9310"
"DLGAP5","DTL","0.9310"
"PRKCZ","LDB3","0.9308"
"SMC4","TPX2","0.9306"
"CDK2","TAGLN2","0.9306"
"BUB1","MAD2L1","0.9306"
"CENPF","KIFC1","0.9305"
"CYFIP2","RAC2","0.9304"
"CHEK2","FOXM1","0.9304"
"PTK2B","VCAM1","0.9303"
"CACNA1E","RYR2","0.9303"
"KIF18A","KIF23","0.9302"
"SMC4","TOP2A","0.9302"
"NDC80","UBE2C","0.9302"
"BIRC5","MYBL2","0.9301"
"HMMR","MELK","0.9300"
"CSNK2B","FN1","0.9300"
"CSNK2B","VCAM1","0.9300"
"VAMP8","VCAM1","0.9300"
"CNN2","FN1","0.9300"
"TAGLN2","VCAM1","0.9300"
"RBM4","VCAM1","0.9300"
"HLA-A","KLRC3","0.9300"
"CKS2","VTN","0.9300"
"ALOX5AP","CLIC1","0.9300"
"TYMS","VCAM1","0.9300"
"CLIC1","VCAM1","0.9300"
"LMNB1","VCAM1","0.9300"
"RCC1","VCAM1","0.9300"
"HRH3","NPY","0.9300"
"PSMA1","PSD","0.9300"
"PBK","UBE2C","0.9300"
"CACNA1I","RYR2","0.9300"
"CLIC5","FN1","0.9300"
"MCM2","VCAM1","0.9300"
"BOLA2B","VCAM1","0.9300"
"RPL26","VCAM1","0.9300"
"RPLP0","VCAM1","0.9300"
"PSMA2","PSD","0.9300"
"CORT","CRH","0.9300"
"ITGA4","IBSP","0.9300"
"CACNA1B","RYR2","0.9300"
"CBX7","CSNK2B","0.9300"
"FN1","IPO4","0.9300"
"FN1","FERMT3","0.9300"
"FN1","MCM2","0.9300"
"CDK1","VCAM1","0.9300"
"FN1","NDUFA9","0.9300"
"FN1","RCC1","0.9300"
"FN1","IGF2BP3","0.9300"
"FN1","PSMA2","0.9300"
"FN1","LCP1","0.9300"
"FN1","LDHB","0.9300"
"FN1","TUBB6","0.9300"
"FN1","MRPS28","0.9300"
"FN1","PSMA6","0.9300"
"CBX2","CSNK2B","0.9300"
"DLEU1","PSMA1","0.9300"
"BUB1","CDCA2","0.9300"
"DLEU1","TP53","0.9300"
"PCBP1","VCAM1","0.9300"
"ASNS","VCAM1","0.9300"
"APOBEC3C","FN1","0.9300"
"LDHB","VCAM1","0.9300"
"KPNA2","VCAM1","0.9300"
"FLNC","VCAM1","0.9300"
"CHD4","VCAM1","0.9300"
"PSMA6","VCAM1","0.9300"
"TOP2A","VCAM1","0.9300"
"GBP1","SP100","0.9300"
"PDCD6","VCAM1","0.9300"
"CCNA2","TYMS","0.9300"
"PRDX4","VTN","0.9300"
"CDC6","CDCA5","0.9300"
"PTK2B","PRKCE","0.9297"
"GINS2","RRM2","0.9297"
"HLA-C","KLRC3","0.9296"
"CHRM1","GNAL","0.9296"
"TGFB1","VIM","0.9296"
"CCNA2","NCAPH","0.9296"
"AURKB","RRM2","0.9294"
"CNTNAP2","KCNA1","0.9294"
"CCNB1","KIF20A","0.9293"
"BUB1B","KIF2C","0.9293"
"LEFTY2","TGFB1","0.9292"
"TRAPPC6B","TRAPPC5","0.9292"
"FOXM1","MMP2","0.9292"
"ALDH1A1","RDH10","0.9290"
"CCNB1","KIF15","0.9290"
"CENPA","MAD2L1","0.9290"
"IGF2","MMP2","0.9290"
"F13A1","SERPINE1","0.9290"
"ITGA5","PLAU","0.9290"
"ASPM","CDKN3","0.9290"
"ASPM","BIRC5","0.9290"
"GRIN2B","RASGRF2","0.9290"
"KCNH8","KCNQ2","0.9290"
"C3AR1","CCR5","0.9290"
"ANK1","SPTBN4","0.9290"
"F2R","TAC1","0.9290"
"CTSS","LAPTM5","0.9290"
"ICAM1","PTAFR","0.9290"
"CDC45","RAD51","0.9290"
"GRIN2A","RASGRF2","0.9290"
"MAD2L1","PCNA","0.9290"
"PSMA6","PSD3","0.9290"
"HS6ST3","NDST3","0.9290"
"FABP6","ABCC3","0.9290"
"TGFBI","ITGB2","0.9290"
"KCNC4","KCNQ4","0.9290"
"B2M","LTF","0.9290"
"B2M","ICAM1","0.9290"
"HJURP","TPX2","0.9288"
"GABRA1","GABRB3","0.9287"
"NPPC","CCK","0.9284"
"OSMR","SOCS2","0.9284"
"BLOC1S1","NDUFA9","0.9284"
"CD44","COL5A1","0.9284"
"COL4A2","ITGA5","0.9284"
"COL1A1","SDC1","0.9284"
"NEK2","PRC1","0.9283"
"CDC6","TK1","0.9283"
"HCK","SPI1","0.9282"
"CDKN1A","GTF2I","0.9282"
"DTL","PBK","0.9280"
"CENPA","TPX2","0.9280"
"CENPA","MELK","0.9280"
"CDCA8","MAD2L1","0.9280"
"BARD1","MED17","0.9280"
"NUF2","TPX2","0.9280"
"NUF2","TRIP13","0.9280"
"CTSS","TLR7","0.9280"
"COL1A2","SDC1","0.9280"
"CDKN1A","CDT1","0.9280"
"C1QA","C4B","0.9280"
"CAV1","PLIN1","0.9280"
"MAD2L1","SPC25","0.9280"
"CEP55","MAD2L1","0.9280"
"TGFBI","LYZ","0.9280"
"BUB1B","KIF15","0.9277"
"KIF20A","TK1","0.9277"
"CITED1","TP53","0.9276"
"CD44","COL5A2","0.9276"
"IGFBP3","TP53","0.9275"
"IGFBP7","ST14","0.9274"
"AURKB","CDT1","0.9274"
"GRIN1","PLCB4","0.9274"
"GABRA4","GABRA5","0.9273"
"C1QB","C4B","0.9272"
"OAS1","SP100","0.9270"
"MCM5","S100A4","0.9270"
"PSMA1","PSD3","0.9270"
"PLK1","PSMA6","0.9270"
"CDCA8","SHCBP1","0.9270"
"CDCA8","CDC45","0.9270"
"HRH3","SST","0.9270"
"MCM2","RNASEH2A","0.9270"
"KIF18A","PRC1","0.9270"
"CYP26B1","CYP3A5","0.9270"
"AURKB","CENPL","0.9270"
"CD276","ICAM1","0.9270"
"ANXA1","POMC","0.9270"
"CDCA5","UBE2C","0.9270"
"BUB1","ARHGAP11A","0.9270"
"GPX7","GSTM5","0.9270"
"MELK","NUF2","0.9270"
"FPR3","RGS1","0.9270"
"BIRC5","MELK","0.9270"
"BIRC5","VEGFA","0.9270"
"KCNQ2","SPTBN4","0.9270"
"CXCR4","VEGFA","0.9270"
"C5AR1","CCL5","0.9270"
"CHEK1","KIF11","0.9270"
"NCAPH","PRC1","0.9270"
"CDC6","NCAPH","0.9270"
"OPRL1","PENK","0.9268"
"PPP3CA","PPP1R1A","0.9268"
"L1CAM","TGFB1","0.9268"
"COL5A1","SDC1","0.9268"
"CHEK1","PLK1","0.9268"
"HOXA10","MYC","0.9266"
"ASPM","KIF2C","0.9264"
"COL4A1","ITGA4","0.9264"
"DLG4","GRIA2","0.9262"
"SNPH","STX1A","0.9261"
"NEIL3","TOP2A","0.9260"
"CAMK2B","CDC25C","0.9260"
"CDCA8","CDCA2","0.9260"
"CRH","PTH1R","0.9260"
"CD53","LAPTM5","0.9260"
"PSMA2","PSD3","0.9260"
"GDF15","HAMP","0.9260"
"KIF2C","SMC4","0.9260"
"ANK1","KCNQ2","0.9260"
"RAB26","RIMS1","0.9260"
"SERPINE1","SPARC","0.9260"
"HLA-DRB1","SP100","0.9260"
"GABRA1","GABRB2","0.9260"
"COL5A2","COL8A1","0.9260"
"CXCR4","ITGA4","0.9260"
"DRD1","HRH3","0.9260"
"GSC","SMAD1","0.9260"
"SGIP1","SH3GL3","0.9260"
"KCNAB2","KCNQ2","0.9260"
"PLA2G2A","PTGS1","0.9258"
"TP53","RASGRF1","0.9258"
"ACTC1","SYNE1","0.9254"
"C3","C4B","0.9252"
"CD44","COL4A2","0.9252"
"FZD7","SFRP4","0.9252"
"MKI67","MAD2L1","0.9251"
"TTK","UBE2C","0.9251"
"CDT1","MAD2L1","0.9251"
"FMOD","TGFB1","0.9251"
"HMMR","SPC25","0.9250"
"CENPF","MAD1L1","0.9250"
"NEK2","TPX2","0.9250"
"LMNB1","SYNE1","0.9250"
"POLE2","PCNA","0.9250"
"CENPM","SKA1","0.9250"
"CD44","IGF2","0.9250"
"CCNB2","NDC80","0.9250"
"HPSE","HSPG2","0.9250"
"CDCA5","TPX2","0.9250"
"BUB1","HJURP","0.9250"
"COL1A1","COL8A2","0.9250"
"CTRL","PSMA6","0.9250"
"NCAPG","EXO1","0.9250"
"C5AR1","CXCL10","0.9250"
"GRIN2A","RELN","0.9250"
"KCNH3","KCNQ2","0.9250"
"CAV1","SNAP25","0.9250"
"TGFB2","TIMP1","0.9250"
"CACNA1A","RYR1","0.9250"
"HPGDS","TBXAS1","0.9250"
"KCNC4","KCNH8","0.9250"
"CCNA2","ARHGAP11A","0.9250"
"KIF4A","SKA3","0.9250"
"CCNA2","TRIP13","0.9250"
"KCNAB2","KCNB1","0.9250"
"NCAPH","MELK","0.9250"
"CD44","MMP9","0.9249"
"FZD2","WNT10B","0.9248"
"MMP2","BCAN","0.9248"
"FZD9","SFRP4","0.9248"
"BIRC5","ESPL1","0.9247"
"BTK","MAL","0.9246"
"HCLS1","PTPN6","0.9245"
"KIF20A","KIF15","0.9245"
"LEFTY1","TGFB1","0.9244"
"ANXA1","S100A6","0.9243"
"CDK5R1","EGR1","0.9243"
"CDC6","PRC1","0.9243"
"PLK1","RASGRF1","0.9242"
"NOS1AP","PTPRN","0.9242"
"SMAD1","TUBA4A","0.9242"
"CD93","MSN","0.9242"
"KPNA2","S100A6","0.9242"
"BIRC5","JTB","0.9242"
"PAK3","PLK1","0.9242"
"CALML6","PPP3CA","0.9240"
"OASL","SP100","0.9240"
"CDCA8","PBK","0.9240"
"PBK","TYMS","0.9240"
"ASPM","FBXO5","0.9240"
"ASPM","DTL","0.9240"
"RPLP0","SEC61G","0.9240"
"HCLS1","RAC2","0.9240"
"C3","RGS4","0.9240"
"CD44","VEGFA","0.9240"
"CCNB2","FBXO5","0.9240"
"CYP3A5","GSTO2","0.9240"
"COL5A2","SDC1","0.9240"
"MYC","SMAD1","0.9240"
"MELK","TRIP13","0.9240"
"COL1A2","ITGA5","0.9240"
"TRIP13","TPX2","0.9240"
"ODC1","MMP2","0.9240"
"KCNAB2","KCNH8","0.9240"
"SYK","MAL","0.9238"
"AR","DEPDC1","0.9238"
"SKA1","TUBA4A","0.9238"
"CDCA8","NEK2","0.9238"
"COL4A2","KLK6","0.9238"
"CDKN3","CKS2","0.9238"
"COL4A1","KLK6","0.9238"
"DYNC1I1","TP53","0.9238"
"LEFTY2","TGFB2","0.9236"
"POMC","LIF","0.9236"
"ANXA2","PCNA","0.9233"
"EXO1","NEIL3","0.9232"
"ITGA5","LAMC1","0.9232"
"CDK3","FOXJ1","0.9232"
"ADRB1","GNAL","0.9232"
"IQGAP2","RAC2","0.9232"
"KCNQ1","KCNQ2","0.9232"
"EPHB4","EPHB6","0.9231"
"CCNA1","TGFB1I1","0.9230"
"HMMR","MAD2L1","0.9230"
"POMC","HRH3","0.9230"
"VAMP2","SLC32A1","0.9230"
"HLA-DRB5","ICAM1","0.9230"
"CCNB1","MCM2","0.9230"
"CENPK","SKA1","0.9230"
"C3AR1","CXCL10","0.9230"
"CDT1","PBK","0.9230"
"CD44","VIM","0.9230"
"HPSE2","SDC1","0.9230"
"CDC20","CENPL","0.9230"
"CDC45","CHEK2","0.9230"
"BIRC5","CENPL","0.9230"
"NCAPG","FBXO5","0.9230"
"PSMA6","SEC61G","0.9230"
"GBP1","ICAM1","0.9230"
"TGFBI","LTF","0.9230"
"CEP55","TTK","0.9230"
"B2M","GBP1","0.9230"
"B2M","LIN37","0.9230"
"SCN2A","SCN4B","0.9229"
"CCNB1","KIF18A","0.9228"
"TP53","TUBA1C","0.9228"
"COL5A1","ITGA4","0.9228"
"ECE2","TP53","0.9226"
"ASPM","KIF4A","0.9226"
"AURKB","TK1","0.9226"
"IQGAP3","RAC2","0.9224"
"CACNA1C","CACNB2","0.9224"
"DEPDC1","TP53","0.9222"
"EPB41L4B","TP53","0.9222"
"CD14","LY96","0.9221"
"CCL2","CX3CR1","0.9221"
"CCK","NPFF","0.9220"
"NEK2","TOP2A","0.9220"
"PTK2B","PRKCB","0.9220"
"CENPK","PCNA","0.9220"
"CDCA8","TRIP13","0.9220"
"CDCA8","TYMS","0.9220"
"PSMB8","PSD","0.9220"
"CDK4","RAD51","0.9220"
"AURKB","CCNA2","0.9220"
"KIF15","NUF2","0.9220"
"KCNA2","KCNQ2","0.9220"
"L1CAM","SPTBN4","0.9220"
"PLK4","TTK","0.9220"
"KCNA2","KCNQ3","0.9220"
"COL4A2","ITGA4","0.9220"
"HLA-DRB1","ICAM1","0.9220"
"PRC1","SKA3","0.9220"
"BUB1","RRM2","0.9220"
"KCNB1","KCNH8","0.9220"
"CTRL","PSMA1","0.9220"
"HPGDS","PTGS1","0.9220"
"RAC2","ARHGAP18","0.9220"
"KIF20A","PBK","0.9220"
"KIF20A","SHCBP1","0.9220"
"ARPC1A","WASF3","0.9220"
"CCNB1","KIF4A","0.9219"
"BUB1B","NCAPH","0.9219"
"CSF1R","SPI1","0.9218"
"COL6A2","SDC1","0.9216"
"C1QC","C4A","0.9216"
"C1QC","C4B","0.9216"
"ERBB3","SPARC","0.9216"
"TP73","PLK1","0.9216"
"FGF9","SPP1","0.9212"
"PIP5K1B","RAC2","0.9212"
"COL1A2","ITGA4","0.9212"
"CCL2","HMOX1","0.9212"
"EGFR","FGF11","0.9212"
"PTGDR2","SST","0.9210"
"HMMR","UBE2C","0.9210"
"CRH","VIPR1","0.9210"
"PBK","TPX2","0.9210"
"PSMB8","PSD3","0.9210"
"CACNG3","CAMK2A","0.9210"
"KCNC1","KCNH8","0.9210"
"GBP2","SP100","0.9210"
"FN1","IL1B","0.9210"
"PSMB9","PSD","0.9210"
"CDCA5","SHCBP1","0.9210"
"CDK1","CENPA","0.9210"
"CENPL","PLK1","0.9210"
"NPY","SSTR2","0.9210"
"CDCA2","NCAPG","0.9210"
"FPR1","SST","0.9210"
"KIF20A","NUF2","0.9210"
"CEP55","UBE2C","0.9210"
"TGFBI","MMP9","0.9210"
"COL4A1","SDC1","0.9208"
"CD44","ERBB4","0.9207"
"KIF11","MCM2","0.9206"
"BUB1","RPS6KA6","0.9204"
"NEK2","PLK1","0.9201"
"GRIN2C","RASGRF2","0.9200"
"GRIN2C","RASGRF1","0.9200"
"COL6A2","ITGA4","0.9200"
"HTR5A","GNAL","0.9200"
"LGALS9","TLR3","0.9200"
"IGFBP7","LIF","0.9200"
"CALML6","PDE1A","0.9200"
"CALML6","PYGL","0.9200"
"DTL","TYMS","0.9200"
"CALML6","PDE1B","0.9200"
"CALML6","PPP3R1","0.9200"
"CALML6","CAMK2A","0.9200"
"CENPA","CEP55","0.9200"
"HCK","PIK3R5","0.9200"
"NDST2","SDC1","0.9200"
"OSMR","PTPN6","0.9200"
"MND1","NUF2","0.9200"
"ITGA5","IBSP","0.9200"
"FZD2","GNAO1","0.9200"
"PIK3R5","RAC2","0.9200"
"NCKAP1L","WASF1","0.9200"
"ADCY1","CALML6","0.9200"
"ADORA2A","GNAL","0.9200"
"GBP2","OASL","0.9200"
"CD44","COL6A2","0.9200"
"ITGA4","LAMC1","0.9200"
"LAMC1","SV2B","0.9200"
"LAMC1","SV2C","0.9200"
"COL4A2","SDC1","0.9200"
"GNG3","PIK3R5","0.9200"
"COL5A1","COL8A1","0.9200"
"GNG3","PLCB4","0.9200"
"CDCA5","MELK","0.9200"
"FZD7","GNAO1","0.9200"
"PPP3R1","CDC20","0.9200"
"COL5A2","ITGA4","0.9200"
"BUB1","PLK4","0.9200"
"CDC45","MELK","0.9200"
"KCNQ3","SPTBN4","0.9200"
"ERBB4","PIK3R5","0.9200"
"MELK","RAD51AP1","0.9200"
"DTYMK","NME6","0.9200"
"GNB5","PLCB4","0.9200"
"GOT1","IDH1","0.9200"
"CDKN3","KIF11","0.9200"
"GNB5","PIK3R5","0.9200"
"CTRL","PSD","0.9200"
"CAMK2A","CDC25C","0.9200"
"FZD9","GNAO1","0.9200"
"C5AR1","FPR3","0.9200"
"NCAPG","PLK1","0.9200"
"IL20RA","SOCS2","0.9200"
"IL20RA","PTPN6","0.9200"
"SCIN","PIP4K2A","0.9200"
"SCIN","PIP5K1B","0.9200"
"RAC2","ARHGAP15","0.9200"
"CHAD","ITGA4","0.9200"
"CHAD","ITGA5","0.9200"
"RAC2","WASF3","0.9200"
"CHEK1","TYMS","0.9200"
"LEFTY1","TGFB2","0.9200"
"RAC2","WASF1","0.9200"
"CD300A","RNASE2","0.9200"
"IRF9","SP100","0.9200"
"GNG7","PIK3R5","0.9200"
"GNG7","PLCB4","0.9200"
"EGFR","FGF22","0.9200"
"EGFR","PIK3R5","0.9200"
"EGFR","FGF17","0.9200"
"EGFR","FGF14","0.9200"
"NCAPH","PBK","0.9200"
"CCNB2","RAD51","0.9198"
"CDT1","KIF11","0.9198"
"CDC20","SMC4","0.9198"
"HMOX1","TGFB1","0.9194"
"PTPRN","SPTBN4","0.9193"
"DLGAP5","ZWINT","0.9192"
"DLGAP5","SHCBP1","0.9192"
"HMMR","NDC80","0.9190"
"CCK","F2R","0.9190"
"CPLX1","SLC32A1","0.9190"
"SCN2B","SCN4B","0.9190"
"C3AR1","CXCL16","0.9190"
"C3AR1","FPR3","0.9190"
"KCNC1","KCNQ1","0.9190"
"KCNC1","KCNQ3","0.9190"
"GABRB2","GABRG2","0.9190"
"PSMB9","PSD3","0.9190"
"PTAFR","TAC1","0.9190"
"SGOL1","ZWINT","0.9190"
"CDCA5","PRC1","0.9190"
"CCL5","RGS1","0.9190"
"GPX7","GSTO2","0.9190"
"BUB1","TYMS","0.9190"
"BIRC5","CEP55","0.9190"
"BIRC5","TTK","0.9190"
"CDKN3","PRC1","0.9190"
"NCAPG","SPC25","0.9190"
"NPY","SSTR1","0.9190"
"KIF11","UBE2C","0.9190"
"CHEK1","ORC1","0.9190"
"KCNC4","KCNQ2","0.9190"
"B2M","VCAM1","0.9190"
"B2M","TGFBI","0.9190"
"B2M","CD44","0.9190"
"MCM5","RNASEH2A","0.9187"
"MIF","MMP9","0.9187"
"LAPTM5","TYROBP","0.9187"
"COL1A1","NID1","0.9186"
"C1QB","C4A","0.9185"
"F2RL1","TAC1","0.9184"
"PRKCB","TNFRSF1A","0.9183"
"EFNA3","EPHB6","0.9181"
"FN1","VIM","0.9181"
"NOP2","PPAN","0.9181"
"POMC","HSD17B3","0.9180"
"CENPF","RRM2","0.9180"
"CENPA","TTK","0.9180"
"CCNB1","SKA1","0.9180"
"SERPINA1","TIMP1","0.9180"
"CCNB1","CEP55","0.9180"
"CDCA8","TOP2A","0.9180"
"C3AR1","CCL5","0.9180"
"KCNC1","KCNH3","0.9180"
"ANK1","KCNQ3","0.9180"
"CD44","SP100","0.9180"
"PTAFR","VCAM1","0.9180"
"CCL5","C3","0.9180"
"CCR5","FPR3","0.9180"
"CCL5","PTGDR2","0.9180"
"CDC45","KIF23","0.9180"
"BCAN","SDC1","0.9180"
"MELK","TYMS","0.9180"
"CDC45","S100A4","0.9180"
"CDKN3","HMMR","0.9180"
"C5AR1","CCR5","0.9180"
"KCNH3","KCNQ3","0.9180"
"KCNC4","KCNH3","0.9180"
"FPR1","FPR3","0.9180"
"MAG","MBP","0.9177"
"CCNA2","ESPL1","0.9176"
"MSN","TNFRSF1A","0.9174"
"HMMR","KIF20A","0.9170"
"ADCYAP1","SST","0.9170"
"CCK","NTSR2","0.9170"
"CENPA","DLGAP5","0.9170"
"CCK","EDNRA","0.9170"
"KCNA5","KCNQ2","0.9170"
"SCN1B","SCN4B","0.9170"
"MCM2","S100A4","0.9170"
"CXCL10","RGS1","0.9170"
"CD44","IRF9","0.9170"
"CCL27","NPY","0.9170"
"CD44","CXCR4","0.9170"
"KCNA2","KCNQ1","0.9170"
"CYP3A5","PLA2G2A","0.9170"
"CCR5","NPY","0.9170"
"ICAM1","IRF9","0.9170"
"CDC45","PBK","0.9170"
"CDC20","KPNA2","0.9170"
"KCNB1","KCNH3","0.9170"
"ARHGDIB","ARHGAP30","0.9170"
"CTRL","PSD3","0.9170"
"C5AR1","CXCL16","0.9170"
"ADRB1","POMC","0.9170"
"DNM1","EGFR","0.9170"
"CEP55","SHCBP1","0.9170"
"KCNC4","KCNQ3","0.9170"
"ENPP2","PLA2G2A","0.9170"
"ASF1B","RRM2","0.9170"
"CEP55","SPC25","0.9170"
"KCNAB2","KCNQ1","0.9170"
"CDC6","S100A4","0.9170"
"CDK2","MYC","0.9169"
"CDCA8","MCM2","0.9168"
"CDC25C","WEE1","0.9168"
"ANXA2","VCAM1","0.9163"
"POLE2","MCM5","0.9163"
"CDC6","RAD51","0.9162"
"CCNB1","TP53","0.9161"
"DTL","GINS2","0.9160"
"POMC","OPRL1","0.9160"
"RGS4","SST","0.9160"
"SPARC","TGFB2","0.9160"
"PSMA1","SEC61G","0.9160"
"ASPM","EXO1","0.9160"
"C3AR1","RGS1","0.9160"
"EGR2","SOX10","0.9160"
"SHCBP1","TTK","0.9160"
"SHCBP1","PBK","0.9160"
"ANXA1","CCK","0.9160"
"CDCA5","MAD2L1","0.9160"
"CENPL","SPC24","0.9160"
"CDK1","PSMA2","0.9160"
"NDC80","SHCBP1","0.9160"
"HLA-DRB1","HLA-DRA","0.9160"
"CCR5","C3","0.9160"
"AMY2B","PYGL","0.9160"
"CCR5","SST","0.9160"
"CCR1","FPR3","0.9160"
"MELK","SPC25","0.9160"
"CDC45","NCAPG","0.9160"
"BIRC5","EGFR","0.9160"
"HPGDS","PTGDS","0.9160"
"KIF20A","RRM2","0.9160"
"CCNA2","CEP55","0.9160"
"B2M","GBP2","0.9160"
"RAD51AP1","TPX2","0.9160"
"CHEK1","RAD50","0.9158"
"CENPA","MCM2","0.9155"
"HMMR","KIF15","0.9150"
"TNC","VEGFA","0.9150"
"SKA3","TPX2","0.9150"
"CXCL16","FPR1","0.9150"
"KIF18A","MAD2L1","0.9150"
"ASPM","SPC25","0.9150"
"ASPM","STIL","0.9150"
"KCNH8","KCNQ3","0.9150"
"ADCY1","ADCYAP1","0.9150"
"GBP2","ICAM1","0.9150"
"CDT1","CHEK1","0.9150"
"CDCA5","UHRF1","0.9150"
"CDCA5","CKAP2L","0.9150"
"BUB1","CDC45","0.9150"
"CTSS","TLR3","0.9150"
"CLIC4","HRH3","0.9150"
"KPNA2","RRM2","0.9150"
"LDHB","LDHD","0.9150"
"ADCY5","DRD1","0.9150"
"MAD1L1","ZWINT","0.9150"
"CEP55","KIF2C","0.9150"
"TNK2","RASGRF1","0.9150"
"CDC6","PBK","0.9150"
"AURKB","PBK","0.9149"
"FZD7","WNT5A","0.9148"
"C1QC","C1S","0.9147"
"FOSL1","PLAUR","0.9145"
"PRC1","SHCBP1","0.9144"
"CDS1","DGKI","0.9143"
"MFAP4","SFTPD","0.9142"
"CDK2","TOP2A","0.9142"
"CCNB1","TOP2A","0.9141"
"CD44","VCAM1","0.9141"
"CA3","CA9","0.9141"
"RAB3A","SLC32A1","0.9140"
"CHST5","ST3GAL3","0.9140"
"POMC","RGS4","0.9140"
"POMC","NPY1R","0.9140"
"SCN3B","SCN4B","0.9140"
"CXCL16","IL18","0.9140"
"ADORA3","C3AR1","0.9140"
"CENPA","HMMR","0.9140"
"GNRH1","NPFF","0.9140"
"GNRH1","F2R","0.9140"
"CAMK2B","GRIN2C","0.9140"
"KIF2C","TTK","0.9140"
"KCNH8","KCNQ1","0.9140"
